span,depth,xSectMax,objectClass,shape,mass,diameter,xSectMin,width,mission,vimpelId,cosparId,predDecayDate,cataloguedFragments,satno,height,xSectAvg,firstEpoch,active,name,onOrbitCataloguedFragments,constellationDiscosID
0.3,0.1,0.1911,Payload,Box + 2 Pan,5.0,,0.018,0.1,Commercial Imaging,,2022-002BM,2025-02-23,0,51043,0.3,0.1076,2022-01-18,True,Flock 4x-6,0,
0.3,0.1,0.1911,Payload,Box + 2 Pan,5.0,,0.018,0.1,Commercial Imaging,,2022-002CK,2025-01-20,0,51065,0.3,0.1076,2022-01-19,True,Flock 4x-7,0,
0.9,0.1,0.0281,Payload,Box + 2 Ant,0.284,,0.0095,0.1,Commercial Communications,,2022-026V,2024-03-08,0,52027,0.025,0.0156,2022-03-17,,SpaceBEE-123,0,
0.9,0.1,0.0281,Payload,Box + 2 Ant,0.284,,0.0095,0.1,Commercial Communications,,2022-026X,2024-03-06,0,52029,0.025,0.0156,2022-04-08,,SpaceBEE-124,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-029AN,2099-04-30,0,52124,0.1,13.5615,2022-03-22,True,Starlink 3684,0,254
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,260.0,,0.56,2.8,Commercial Communications,,2022-041C,2088-03-17,0,52263,0.2,11.0874666666667,2022-04-25,True,Starlink 3786,0,254
0.9,0.1,0.0281,Payload,Box + 2 Ant,0.284,,0.0095,0.1,Commercial Communications,,2022-047S,2024-05-06,0,52410,0.025,0.0156,2022-05-10,True,SpaceBEE-144,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-051AD,2086-08-26,0,52560,0.1,13.5615,2022-05-18,True,Starlink 3956,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-062AP,2065-06-22,0,52867,0.1,13.5615,2022-06-22,True,Starlink 4126,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-076AC,2110-09-30,0,53012,0.1,13.5615,2022-07-12,True,Starlink 4271,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-077A,2317-09-21,0,53043,0.1,13.5615,2022-07-15,True,Starlink 4362,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-077D,2289-01-02,0,53046,0.1,13.5615,2022-07-15,True,Starlink 4331,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-083Q,2096-11-01,0,53146,0.1,13.5615,2022-07-21,True,Starlink 4099,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-083AB,2087-12-21,0,53157,0.1,13.5615,2022-07-21,True,Starlink 4093,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-097S,2076-03-25,0,53404,0.1,13.5615,2022-08-15,True,Starlink 4509,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-101AX,2076-11-17,0,53572,0.1,13.5615,2022-08-24,True,Starlink 4555,0,254
,,,Other Debris,,,,,,,,2022-151BJ,2139-07-11,0,54315,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151DR,2359-02-28,0,54393,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151PR,2143-05-22,0,54639,,,2022-11-12,,CZ-6A debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-177P,2099-05-10,0,54833,0.1,13.5615,2022-12-28,True,Starlink 5391,0,255
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-177R,2068-08-20,0,54835,0.1,13.5615,2022-12-28,True,Starlink 5389,0,255
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-177AN,2079-05-18,0,54856,0.1,13.5615,2022-12-28,True,Starlink 5086,0,255
,,,Rocket Fragmentation Debris,,,,,,,,2022-151SX,2135-12-18,0,54958,,,2022-11-12,,CZ-6A debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021C,2063-05-22,0,55630,0.1,13.5615,2023-02-22,True,Starlink 5303,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021Q,2077-07-16,0,55642,0.1,13.5615,2023-02-22,True,Starlink 5478,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021AX,2057-04-26,0,55673,0.1,13.5615,2023-02-22,True,Starlink 5463,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-028B,2122-11-26,0,55742,0.2,11.0874666666667,2023-03-08,True,Starlink 5594,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-028D,2089-11-23,0,55744,0.2,11.0874666666667,2023-03-08,True,Starlink 5601,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-028AP,2068-01-17,0,55778,0.2,11.0874666666667,2023-03-08,True,Starlink 5816,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-037F,2056-08-01,0,55919,0.2,11.0874666666667,2023-03-22,True,Starlink 5871,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-037AD,2126-04-28,0,55941,0.2,11.0874666666667,2023-03-22,True,Starlink 5914,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-037BD,2139-06-28,0,55965,0.2,11.0874666666667,2023-03-22,True,Starlink 5894,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-046AD,2109-01-17,0,56120,0.2,11.0874666666667,2023-04-03,True,Starlink 6079,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-078AL,2084-04-18,0,56801,0.2,11.0874666666667,2023-06-06,True,Starlink 6087,0,252
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-079P,2105-12-26,0,56836,0.3,33.8838666666667,2023-06-09,True,Starlink 30142,0,256
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-083D,2094-07-25,0,56879,0.2,11.0874666666667,2023-06-20,True,Starlink 5707,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-083F,2061-09-18,0,56881,0.2,11.0874666666667,2023-06-20,True,Starlink 5853,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-088E,2075-07-19,0,57052,0.2,11.0874666666667,2023-07-02,True,Starlink 5860,0,255
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-129U,2070-03-02,0,57716,0.3,33.8838666666667,2023-09-06,True,Starlink 30281,0,256
0.3,0.2,0.0938083151964686,Payload,Box + 2 Pan,10.0,,0.04,0.2,Commercial Communications,,2023-174S,2027-04-18,0,58272,0.3,0.08,2023-11-28,True,TIGER-6,0,
0.3,0.1,0.0435889894354067,Payload,Box + 2 Pan,5.7,,0.01,0.1,Commercial Imaging,,2023-174Y,2027-08-06,0,58278,0.3,0.035,2023-11-28,True,Flock 4q-19,0,
30.0,,21.7977635676043,Payload,Oct Cyl + 4 Pan + 1 Rod,50.8,0.457,0.107242088374845,,Defense Navigation,,1964-083D,2113-09-23,0,965,0.254,7.56512339366283,1964-12-13,,"Transit 5B-5 (NNS 30020, OPS 6582)",0,
1.5,,0.775276171561951,Rocket Body,Cyl,47.0,0.5,0.196349540849362,,,,1965-063B,9999-12-31,27,1502,1.5,0.687223392972767,1965-08-10,,Altair 3 (Scout B-1),20,
1.1,,1.15703521455796,Payload,Cyl,148.0,1.1,0.66,,Civil Weather,,1966-087A,9999-12-31,0,2435,0.6,0.993528676697772,1966-10-02,,ESSA 3,0,
2.1,,1.51954129626142,Payload Mission Related Object,Cyl,465.0,0.7,0.38484510006475,,,,1966-111C,2046-05-10,0,2621,2.1,1.34695785022662,1966-12-11,,Boost motor (OV1 10),0,
,,,Rocket Fragmentation Debris,,,,,,,,1965-020EM,5268-04-01,0,2934,,,1965-03-15,,Cosmos-1 (65S3) fragmentation debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1971-086H,9578-07-08,0,5554,0.8,0.5883,1971-10-13,,Cosmos-451,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025MQ,4331-10-22,0,5967,,,1970-10-17,,Agena D debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1973-069C,8082-03-14,0,6847,0.8,0.5883,1973-10-02,,Cosmos-590,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1976-054D,8122-11-24,0,8892,0.8,0.5883,1976-06-15,,Cosmos-828,0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077D,9999-12-31,0,10643,,,1977-12-24,,Delta 2310 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077U,9999-12-31,0,10658,,,1977-12-24,,Delta 2310 debris,0,
5.0,,11.0565168943276,Payload,Cyl,802.78,2.1,3.46360590058275,,Defense Navigation,,1979-003A,2625-02-01,0,11238,5.0,9.97848366596458,1979-01-16,,Cosmos-1072,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1979-024H,8729-08-20,0,11303,0.8,0.5883,1979-03-15,,Cosmos-1088,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1986-092D,8255-08-22,0,17141,0.8,0.5883,1986-11-21,,Cosmos-1797,0,
,,,Payload Fragmentation Debris,,,,,,,,1987-020AD,5848-03-25,0,18752,,,1987-12-17,,Cosmos-1823 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077FK,5984-10-09,0,19316,,,1977-12-24,,Delta 2310 debris,0,
5.97,,15.2988933574707,Rocket Body,Cyl + Cone,942.52,2.44,4.67594650560305,,,,1992-039B,2024-10-07,0,22015,5.97,13.7787112193795,1992-07-07,,Delta II second stage (Delta 7925),0,
,,,Rocket Fragmentation Debris,,,,,,,,1992-093AL,2133-04-28,0,22347,,,1992-12-26,,Zenit-2 fragmentation debris,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1994-011E,9999-12-31,0,23003,1.6,1.25663706143592,1994-02-12,,Cosmos-2272,0,
0.5,0.5,0.433012701892219,Payload,Box,46.58,,0.25,0.5,Amateur Microgravity,,1995-033C,2045-08-16,0,23607,0.5,0.375,1995-07-07,,UPM-Sat 1,0,
60.0,,10.7486946596175,Payload,Cyl + 2 Ant,178.39,1.2,1.08,,Civil Science,,1996-049A,2079-04-18,0,24285,0.9,5.73371669411541,1996-08-21,,FAST,0,
12.0,12.0,9.366,Payload,Box + 2 Pan,715.0,,1.0532,0.6,Commercial Communications,,1998-023B,9999-12-31,0,25307,4.0,5.5868625,1998-04-24,,Globalstar M008,0,3
6.5,0.4,1.01069529741749,Payload,Box + 1 Ant,49.55,,0.16,0.4,Defense Imaging,,1998-043B,2121-02-21,0,25395,0.6,0.596666666666667,1998-07-10,,FASat-Bravo,0,
,,,Payload Mission Related Object,,,,,,,,1999-067C,2033-09-25,0,25993,,,1999-12-12,,DMSP operational debris (despin weight),0,
,,,Rocket Fragmentation Debris,,,,,,,,1999-057MD,2090-10-01,0,26756,,,2000-03-11,,CZ-4B third stage (L-14B) fragmentation debris,0,
7.0,,1.37515885361215,Payload,Cyl + 1 Arm,225.0,0.8,0.502654824574367,,Defense Communications,,2001-058C,9999-12-31,0,27057,1.6,1.25663706143592,2001-12-28,True,Cosmos-2386,0,
,,,Rocket Fragmentation Debris,,,,,,,,1999-057MP,2033-09-26,0,27536,,,2000-03-11,,CZ-4B third stage (L-14B) fragmentation debris,0,
1.0,,0.785398163397448,Rocket Mission Related Object,Cone,1.0,1.0,0.5,,,,2001-056J,2055-04-06,0,27690,1.0,0.635400461539407,2001-12-10,,Zenit-2 operational debris (Sep Motor Cover),0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Technology,,2003-031G,2125-06-03,0,27846,0.1,0.015,2003-06-30,,AAU-Cubesat,0,
0.2,0.2,0.0692820323027551,Payload,Box,25.0,,0.04,0.2,Civil Technology,,2004-012B,2036-06-15,0,28221,0.2,0.06,2004-04-18,,Naxing 1,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025MW,2222-09-23,0,30021,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025WN,2031-04-15,0,30229,,,2007-01-11,,Fengyun 1C debris,0,
7.0,,2.06674254341404,Payload,Cyl + 1 Ant,225.0,0.8,0.502654824574367,,Civil Communications,,2008-025C,9999-12-31,0,32955,1.6,1.58330372810258,2008-05-23,True,Cosmos-2438,0,
7.0,,2.06674254341404,Payload,Cyl + 1 Ant,225.0,0.8,0.502654824574367,,Civil Communications,,2008-025D,9999-12-31,0,32956,1.6,1.58330372810258,2008-05-23,True,Cosmos-2439,0,
,,,Payload Fragmentation Debris,,,,,,,,1993-036RX,2049-12-31,0,34430,,,2009-02-10,,Cosmos-2251 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1993-036UQ,2061-04-11,0,34554,,,2009-02-10,,Cosmos-2251 fragmentation debris,0,
4.1,,11.5288453454802,Rocket Body,Hex Cyl + 1 Rod,2370.0,2.6,4.3907487971871,,,,2009-059D,2036-11-01,0,36039,4.1,10.1903743985936,2009-11-02,,Briz-KM (Rokot-KM),0,
12.0,,32.6734,Payload,Trap Cyl + 2 Pan,715.0,2.0,9.3488,,Commercial Communications,,2011-080F,5166-07-28,0,38045,4.0,20.9307264705882,2011-12-28,True,Globalstar-2 M086,0,4
3.238,,6.64420543289802,Rocket Body,Cyl + Cyl + 2 Nozzle,920.0,,3.46360590058275,,,,2013-009H,2084-08-11,0,39093,,6.18501053675491,2013-02-25,,PSLV fourth stage (PS4) (PSLV-CA),0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Technology,,2013-066AC,2028-08-27,0,39442,0.1,0.015,2013-11-21,,PUCP-Sat-1,0,
0.2,0.2,0.0314,Rocket Mission Related Object,Cone,1.0,,0.02,0.2,,,2014-014D,2035-04-18,0,39627,0.2,0.0254,2014-03-31,,CZ-2C operational debris (sep motor cover),0,
,,,Payload Fragmentation Debris,,,,,,,,1995-015J,2044-05-08,0,40397,,,2015-02-03,,DMSP F-13 debris,0,
10.0,2.0,19.7284932269904,Payload,Box + 2 Pan,3000.0,,4.0,2.0,Civil Astronomy,,2017-034A,2030-10-26,0,42758,2.0,10.304,2017-06-15,True,Huiyan,0,
0.3,0.1,0.0435889894354067,Payload,Box,4.0,,0.01,0.1,Commercial Communications,,2018-004S,2024-07-11,0,43127,0.3,0.035,2018-01-14,True,DemoSat-2,0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Technology,,2018-099AX,2029-12-03,0,43803,0.1,0.015,2018-12-13,True,Jordan-OSCAR-97,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-019J,2066-12-20,0,45368,0.1,13.5615,2020-03-26,True,Starlink 1276,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-019K,2065-10-08,0,45369,0.1,13.5615,2020-03-26,True,Starlink 1277,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-025AD,2058-01-26,0,45558,0.1,13.5615,2020-04-29,True,Starlink 1342,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-025BD,2050-05-31,0,45582,0.1,13.5615,2020-04-29,True,Starlink 1337,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-035AN,2059-03-21,0,45693,0.1,13.5615,2020-06-11,True,Starlink 1417,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-035AQ,2059-10-05,0,45695,0.1,13.5615,2020-06-11,True,Starlink 1420,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-055AB,2077-10-22,0,46052,0.1,13.5615,2020-08-13,True,Starlink 1541,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-055AT,2025-04-28,0,46068,0.1,13.5615,2020-08-13,True,Starlink 1532,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-070A,2055-12-11,0,46532,0.1,13.5615,2020-10-14,True,Starlink 1644,0,251
0.3,0.2,0.0938083151964686,Payload,Box,10.0,,0.04,0.2,Commercial Sigint,,2020-081C,2033-09-16,0,46907,0.3,0.08,2020-11-07,True,KSM1-D,0,
5.0,1.0,4.0496,Payload,Trap Box + 2 Pan,148.0,,1.4342,1.0,Commercial Communications,,2020-100K,3725-09-08,0,47267,1.3,2.95680294117647,2020-12-18,True,OneWeb 0121,0,7
5.0,1.0,4.0496,Payload,Trap Box + 2 Pan,148.0,,1.4342,1.0,Commercial Communications,,2020-100W,3725-10-05,0,47278,1.3,2.95680294117647,2020-12-18,True,OneWeb 0132,0,7
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-005B,2027-04-29,0,47350,0.1,13.5615,2021-01-25,True,Starlink 2011,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-005AJ,2059-12-02,0,47381,0.1,13.5615,2021-01-25,True,Starlink 2101,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-005BF,2068-08-03,0,47402,0.1,13.5615,2021-01-25,True,Starlink 2124,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-009D,2068-10-30,0,47551,0.1,13.5615,2021-02-11,True,Starlink 1938,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-027B,2057-09-13,0,48093,0.1,13.5615,2021-04-13,True,Starlink 2404,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-027AA,2088-03-14,0,48116,0.1,13.5615,2021-04-13,True,Starlink 2454,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-036W,2055-03-17,0,48296,0.1,13.5615,2021-05-05,True,Starlink 2546,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-036AN,2056-04-05,0,48312,0.1,13.5615,2021-05-05,True,Starlink 2061,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-036BF,2062-02-15,0,48329,0.1,13.5615,2021-05-05,True,Starlink 2510,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-040M,2066-07-15,0,48439,0.1,13.5615,2021-05-17,True,Starlink 2583,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-044Q,2046-11-23,0,48652,0.1,13.5615,2021-06-01,True,Starlink 2727,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-044AM,2058-03-15,0,48673,0.1,13.5615,2021-06-01,True,Starlink 2711,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-082L,2192-09-06,0,49140,0.1,13.5615,2021-09-20,True,Starlink 3118,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-082S,2083-07-21,0,49146,0.1,13.5615,2021-09-20,True,Starlink 3116,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-082AJ,2062-02-05,0,49162,0.1,13.5615,2021-09-20,True,Starlink 3082,0,252
,,,Payload Fragmentation Debris,,,,,,,,1982-092AC,2025-02-13,0,49539,,,2021-11-15,,Cosmos-1408 debris,0,
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2021-132AE,4164-09-30,0,50497,1.3,2.03175274719254,2021-12-28,True,OneWeb 0424,0,7
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-001AF,2045-09-13,0,50832,0.1,13.5615,2022-01-11,True,Starlink 3328,0,254
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2022-012E,4205-08-12,0,51626,1.3,2.03175274719254,2022-02-14,True,Oneweb 0422,0,7
0.9,0.1,0.0281,Payload,Box + 2 Ant,0.284,,0.0095,0.1,Commercial Communications,,2022-026S,2024-02-27,0,52024,0.025,0.0156,2022-03-17,,SpaceBEE-113,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-029U,2077-03-13,0,52106,0.1,13.5615,2022-03-22,True,Starlink 3670,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-029AH,2071-04-02,0,52119,0.1,13.5615,2022-03-22,True,Starlink 3558,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-051AB,2121-01-02,0,52558,0.1,13.5615,2022-05-18,True,Starlink 3954,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-062A,2077-06-10,0,52830,0.1,13.5615,2022-06-22,True,Starlink 4091,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-062AS,2089-09-21,0,52870,0.1,13.5615,2022-06-22,True,Starlink 4195,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-076X,2071-03-31,0,53007,0.1,13.5615,2022-07-12,True,Starlink 4215,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-077AU,2150-04-09,0,53085,0.1,13.5615,2022-07-15,True,Starlink 4324,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-086AX,2128-10-06,0,53287,0.1,13.5615,2022-07-28,True,Starlink 4107,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-097Z,2077-02-27,0,53411,0.1,13.5615,2022-08-15,True,Starlink 4497,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-097AV,2089-10-07,0,53431,0.1,13.5615,2022-08-15,True,Starlink 4548,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-101Q,2072-05-19,0,53541,0.1,13.5615,2022-08-24,True,Starlink 4485,0,254
,,,Other Debris,,,,,,,,2022-151ES,2297-05-18,0,54418,,,2022-11-12,,CZ-6A debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-177AR,2080-04-23,0,54859,0.1,13.5615,2022-12-28,True,Starlink 5409,0,255
,,,Rocket Fragmentation Debris,,,,,,,,2022-151TN,2121-09-18,0,54973,,,2022-11-12,,CZ-6A debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021A,2113-03-12,0,55628,0.1,13.5615,2023-02-22,True,Starlink 5484,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021T,2125-12-28,0,55645,0.1,13.5615,2023-02-22,True,Starlink 5102,0,252
,,,Rocket Fragmentation Debris,,,,,,,,2022-151AEA,2126-04-28,0,56602,,,2022-11-12,,CZ-6A debris,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-083AG,2059-07-16,0,56906,0.2,11.0874666666667,2023-06-20,True,Starlink 6098,0,255
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-129W,2087-01-09,0,57718,0.3,33.8838666666667,2023-09-06,True,Starlink 30338,0,256
,,,Payload Fragmentation Debris,,,,,,,,1991-033K,6205-05-16,0,57722,,,2023-06-29,,Cosmos-2143 debris,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-151S,2025-04-18,0,57980,0.3,33.8838666666667,2023-10-05,True,Starlink 30504,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-160G,2045-03-30,0,58081,0.3,33.8838666666667,2023-10-23,True,Starlink 30602,0,
0.7,0.1,0.0919889894354068,Payload,Box + 2 Pan,4.6,,0.01,0.1,Commercial Com/MetRO,,2023-174CK,2024-12-27,0,58337,0.3,0.0535333333333333,2023-11-28,True,Lemur-2 Mango 2B,0,
6.3,,9.61380801334893,Rocket Body,Cyl + 1 Nozzle,600.0,1.5,1.76714586764426,,,,1964-031C,2237-05-24,0,815,6.3,8.30558557792802,1964-06-18,,Agena B (Thor-Agena D),0,
31.0,31.0,5.3506,Payload,Sphere + 3 Ant,59.0,,0.1963,0.5,Defense Technology,,1965-016C,2247-03-22,0,1292,0.6,2.5155,1965-03-09,,GGSE 3,0,
15.2,15.2,0.0707,Payload,Sphere + 12 Rod,3.96,,0.0707,0.3,Defense Calibration,,1965-065C,2036-03-23,0,1510,0.3,0.0707,1965-08-13,,Dodecapole 2,0,
0.8,,0.72,Payload,Oct Cyl,79.0,0.8,0.452548339959391,,Defense Weather,,1967-010A,2154-07-07,0,2669,0.7,0.654879614228596,1967-02-08,,DMSP 4A-F8 (OPS 6073),0,
,,,Payload Fragmentation Debris,,,,,,,,1970-089R,2037-03-13,0,4699,,,1970-10-23,,Cosmos-374 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025GN,2637-12-31,0,4968,,,1970-10-17,,Agena D debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025JZ,2070-06-05,0,5183,,,1970-10-17,,Agena D debris,0,
